Region,Case Number,Case ID,Case Name,Case Type,Dispute Unit City,Dispute Unit State,Election Held Date,Num Eligible Voters,Valid Votes Against,Votes for Labor Org 1,Labor Org 1 Name,Stipulated / Consent / Directed,Cert of Rep (Win),Cert of Results (Loss),Closed Date,Closed Reason,Votes for Labor Org 2,Labor Org 2 Name,Union To Certify,Votes For Labor Org3,Labor Org3
"03, 03 ALB",03-RC-258062,,"Empire Merchants North, LLC",RC,West Coxsackie,NY,4/24/2020,5,0,3,"International Brotherhood of Teamsters, Local 294",Stipulated,WON,,6/5/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RC-260980,,Dunn Tire LLC d/b/a Exxpress Tire,RC,Buffalo,NY,6/30/2020,41,28,5,"International Association of Machinists & Aerospace Workers, District Lodge 65, AFL-CIO",Stipulated,,LOSS,7/13/2020,Certification of Results,,,,,
"03, 03 ALB",03-RC-261374,,"Health Quest Systems, Inc.",RC,Lagrangeville,NY,7/14/2020,17,1,16,1199 SEIU United Healthcare Workers East,Stipulated,WON,,7/22/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RC-261377,,Vassar Brothers Medical Center,RC,Poughkeepsie,NY,7/14/2020,12,3,8,1199 SEIU United Healthcare Workers East,Stipulated,WON,,7/22/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RC-262231,,Watson Bowman Acme Corp.,RC,Buffalo,NY,8/19/2020,54,29,12,"International Association of Bridge, Structural, Ornamental & Reinforcing Iron Workers, Shopmen's Local No. 576, AFL-CIO",Stipulated,,LOSS,8/28/2020,Certification of Results,,,,,
"03, 03 ALB",03-RC-263314,,Vassar Brothers Medical Center,RC,Lagrangeville,NY,8/24/2020,15,1,12,1199 SEIU United Healthcare Workers East,Stipulated,WON,,9/21/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RC-264197,,"Southern Glazer's Wine and Spirits of Upstate New York, LLC",RC,Syracuse,NY,9/9/2020,4,0,3,"Southern Glazer's Wine and Spirits of Upstate New York, LLC",Stipulated,WON,,9/17/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RC-264203,,"Empire Merchants North, LLC",RC,Lyons,NY,9/4/2020,5,0,5,"International Brotherhood of Teamsters, Local 317",Stipulated,WON,,9/29/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RC-264271,,"Tomra, NY Recycling, LLC",RC,Essex,VT,9/11/2020,5,2,3,"International Brotherhood of Teamsters, Local 294",Stipulated,WON,,9/21/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RD-242782,,"Tompkins Community Action, Inc.",RD,Ithaca,NY,1/3/2020,38,10,22,Tompkins Community Reaction Local No. 11 affiliated with Painters #4,Stipulated,WON,,1/13/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RD-250864,,Easter Seals New York,RD,Rochester,NY,11/20/2019,50,14,1,IBEW Local 86,Stipulated,,LOSS,11/29/2019,Certification of Results,,,,,
"03, 03 ALB",03-RD-256936,,"Ardent Mills, LLC",RD,Albany,NY,5/15/2020,45,9,26,"Bakery Confectionary Tobacco Workers and Grain Millers, Local 53",Directed,WON,,6/15/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RD-259603,,Calspan Corporation,RD,Cheektowaga,NY,9/1/2020,22,14,5,"International Association of Machinists and Aerospace Workers, Local Lodge 1180, AFL-CIO",Stipulated,,LOSS,9/10/2020,Certification of Results,,,,,
"03, 03 ALB",03-RD-260010,,"First Student, Inc.",RD,Dover Plains,NY,5/29/2020,51,25,9,Transport Workers Union of America Local 225,Stipulated,,LOSS,7/8/2020,Certification of Results,,,,,
"03, 03 ALB",03-RD-260374,,"Auburn Senior Services, Inc. d/b/a The Commons on St. Anthony",RD,Auburn,NY,6/23/2020,5,2,3,Teamsters Local Union 1149,Consent,WON,,7/1/2020,Certific. of Representative,,,,,
"03, 03 ALB",03-RD-261122,,Oldcastle Infrastructure Inc.,RD,Selkirk,NY,7/1/2020,21,8,10,"Construction and General Laborers’ Union of North America, Local Union 190 of Albany, New York and Vicinity",Stipulated,WON,,7/16/2020,Certific. of Representative,,,,,
4,04-RC-242288,,"Mountain View Health Care and Rehabilitation Center, LLC",RC,Scranton,PA,8/8/2019,33,3,16,Retail Wholesale and Department Store Union (RWDSU),Directed,WON,,12/11/2019,Certific. of Representative,,,,,
4,04-RC-244253,,"ESS Support Services, LLC (f/k/a Mission One Educational Staffing Services, LLC)",RC,Winslow,NJ,9/24/2019,194,42,62,"UNITED ELECTRICAL, RADIO AND MACHINE WORKERS OF AMERICA (UE)",Directed,WON,,10/4/2019,Certific. of Representative,,,,,
4,04-RC-247926,,"H. Barron Iron Works, Inc.",RC,Gloucester City,NJ,9/25/2019,8,1,7,"International Association of Bridge, Structural, Ornamental and Reinforcing Iron Workers, Philadelphia District Council",Stipulated,WON,,10/8/2019,Certific. of Representative,,,,,
4,04-RC-248362,,"Haberle Steel, Inc.",RC,Souderton,PA,10/14/2019,38,11,25,"Shopmen's Local Union No. 502, affiliated with the International Association of Bridge, Structural, Reinforcing and Ornamental Ironworkers, AFL-CIO",Stipulated,WON,,10/24/2019,Certific. of Representative,,,,,
4,04-RC-248879,,"Healthcare Services Group, Inc.",RC,West Chester,PA,10/9/2019,4,0,3,"National Union of Hospital and Health Care Employees, and its affiliate District 1199C",Stipulated,WON,,10/21/2019,Certific. of Representative,,,,,
4,04-RC-249251,,"Herr Foods, Inc.",RC,Philadelphia,PA,10/31/2019,43,21,19,Teamsters Local 463,Stipulated,,LOSS,11/12/2019,Certification of Results,,,,,
4,04-RC-249398,,"WHYY, Inc.",RC,Philadelphia,PA,10/30/2019,87,1,70,Screen Actors Guild - American Federation of Television and Radio Artists (SAG-AFTRA),Stipulated,WON,,11/12/2019,Certific. of Representative,,,,,
4,04-RC-249476,,Leisure Knoll at Manchester,RC,Manchester Township,NJ,11/6/2019,3,0,2,SEIU Local 32BJ,Directed,WON,,11/18/2019,Certific. of Representative,,,,,
4,04-RC-249857,,Sterling Healthcare and Rehabilitation,RC,Media,PA,11/6/2019,32,2,16,"NUHHCE, District 1199C",Stipulated,WON,,11/18/2019,Certific. of Representative,,,,,
4,04-RC-250043,,"STA of Pennsylvania, Inc.",RC,Philadelphia,PA,11/15/2019,82,66,1,Teamsters Union Local No. 115 a/w International Brotherhood of Teamsters,Stipulated,,LOSS,11/25/2019,Certification of Results,,,,,
4,04-RC-250395,,"Midwest Air Traffic Control Service, Inc.",RC,Lititz,PA,11/7/2019,4,0,4,"Professional Air Traffic Controllers Organization, Inc. (PATCO)",Stipulated,WON,,11/18/2019,Certific. of Representative,,,,,
4,04-RC-250558,,"Covanta Plymouth Renewable Energy, LLC",RC,Conshohocken,PA,11/20/2019,37,14,19,International Union of Operating Engineers Local 542,Stipulated,WON,,12/2/2019,Certific. of Representative,,,,,
4,04-RC-251049,,"EEG, Inc., d/b/a Empire Beauty School",RC,Pottsville,PA,12/5/2019,27,25,1,Philadelphia Joint Board Workers United a/w SEIU,Stipulated,,LOSS,12/16/2019,Certification of Results,,,,,
4,04-RC-251126,,"First Transit, Inc.",RC,Conshohocken,PA,11/21/2019,5,0,5,"International Union of Journeymen and Allied Trades, Local 726",Stipulated,WON,,12/2/2019,Certific. of Representative,,,,,
4,04-RC-251145,,"Airgas USA, LLC",RC,Philadelphia,PA,12/9/2019,5,2,3,Teamsters Local 463,Stipulated,WON,,12/19/2019,Certific. of Representative,,,,,
4,04-RC-251150,,"Airgas USA, LLC d/b/a Airgas National Carbonation",RC,Philadelphia,PA,12/9/2019,2,0,2,Teamsters Local 463,Stipulated,WON,,12/19/2019,Certific. of Representative,,,,,
4,04-RC-251325,,"Lehigh Cement Company, LLC",RC,Camden,NJ,11/26/2019,11,3,8,"The International Brotherhood of Boilermakers, Iron Ship Builders, Blacksmiths, Forgers and Helpers, AFL-CIO/CLC",Stipulated,WON,,12/6/2019,Certific. of Representative,,,,,
4,04-RC-252011,,"Universal Protection Service, LLC, d/b/a Allied Universal Security Services",RC,Philadelphia,PA,12/20/2019,11,2,4,Philadelphia Security Officers Union,Directed,WON,,12/30/2019,Certific. of Representative,,,,,
4,04-RC-253149,,"Tucker House Nursing and Rehabilitation Center PA, L.P.",RC,Philadelphia,PA,1/10/2020,20,0,11,"National Union of Hospital & Health Care Employees, AFSCME, AFL-CIO, District 1199C",Stipulated,WON,,1/23/2020,Certific. of Representative,,,,,
4,04-RC-253222,,"Davis Hotel Associates, LLC d/b/a Doubletree Mt. Laurel",RC,Mount Laurel,NJ,1/10/2020,80,54,19,UNITE HERE Local 54,Stipulated,,LOSS,1/23/2020,Certification of Results,,,,,
4,04-RC-253370,,GG Seagull LLC d/b/a Gourmet Glatt South,RC,Lakewood,NJ,1/9/2020,78,2,13,"Local 713, International Brotherhood of Trade Unions U.M.D., I.L.A., AFL-CIO",Stipulated,WON,,1/23/2020,Certific. of Representative,,,,,
4,04-RC-254818,,Defender Association of Philadelphia,RC,Philadelphia,PA,2/10/2020,223,65,142,"International Union, United Automobile, Aerospace and Agricultural Implement Workers of America, Region 9",Stipulated,WON,,2/20/2020,Certific. of Representative,,,,,
4,04-RC-254850,,"Sunbelt Rentals, Inc.",RC,Newark,DE,2/19/2020,10,4,6,"United Association of Journeymen and Apprentices of the Plumbing and Pipefitting Industry of the United States and Canada, Local 74, AFL-CIO",Stipulated,WON,,3/2/2020,Certific. of Representative,,,,,
4,04-RC-254891,,North Philadelphia Health System,RC,Philadelphia,PA,2/12/2020,6,1,4,National Union of Hospital and Health Care Employees District 1199C,Stipulated,WON,,2/28/2020,Certific. of Representative,,,,,
4,04-RC-255079,,"AJ Jersey, Inc.",RC,Breinigsville,PA,3/5/2020,9,3,3,International Brotherhood of Teamsters Local 773,Stipulated,,LOSS,3/16/2020,Certification of Results,,,,,
4,04-RC-255803,,"Prospect CCMC, LLC, d/b/a Rejuvenations at Fair Acres",RC,Media,PA,3/5/2020,29,0,23,Pennsylvania Association of Staff Nurses and Allied Professionals,Stipulated,WON,,3/16/2020,Certific. of Representative,,,,,
4,04-RC-256028,,Children and Adult Disability Education Services,RC,Swarthmore,PA,3/25/2020,207,32,51,Service Employees International Union Local 668,Stipulated,WON,,4/6/2020,Certific. of Representative,,,,,
4,04-RC-256058,,The Cooper Health System,RC,Camden,NJ,3/5/2020,29,6,21,"International Union of Operating Engineers Local 68, 68a, 68b, 68c, 68d",Stipulated,WON,,3/16/2020,Certific. of Representative,,,,,
4,04-RC-256774,,"Matrix North American Construction, Inc.",RC,Harleysville,PA,3/13/2020,4,0,4,"International Brotherhood of Electrical Workers, Local Union 126",Stipulated,WON,,3/23/2020,Certific. of Representative,,,,,
4,04-RC-257107,,Crozer-Chester Medical Center,RC,Upland,PA,6/15/2020,106,1,60,Crozer Professionals Union/Pennsylvania Association of Staff and Allied Professionals,Directed,WON,,6/29/2020,Certific. of Representative,,,,,
4,04-RC-257224,,"The News Journal (Wilmington), a division of Gannett Satellite Information Network, LLC, a subsidiar",RC,Wilmington,DE,7/14/2020,24,9,12,"NewsGuild of Greater Philadelphia, Communication Workers of America Local 38010",Stipulated,WON,,8/19/2020,Certific. of Representative,,,,,
4,04-RC-257634,,"Delaware Valley Residential Care, LLC",RC,Warminster,PA,6/25/2020,111,1,27,"District 1199C, National Union of Hospital and Health Care Employees, AFSCME, AFL-CIO",Stipulated,WON,,7/6/2020,Certific. of Representative,,,,,
4,04-RC-257730,,"The Washington Consulting Group, lnc.",RC,Philadelphia,PA,6/17/2020,4,0,3,"International Association of Machinists and Aerospace Workers, AFL-CIO",Stipulated,WON,,6/30/2020,Certific. of Representative,,,,,
4,04-RC-257746,,"Inspira Medical Centers, Inc.",RC,Millville,NJ,6/17/2020,189,64,53,International Association of EMT's and Paramedics/ NAGE/ SEIU Local 5000,Stipulated,,LOSS,6/30/2020,Certification of Results,,,,,
4,04-RC-258148,,Pike County Light & Power Company,RC,Milford,PA,6/3/2020,8,2,5,International Brotherhood of Electrical Workers Local 777,Stipulated,WON,,6/15/2020,Certific. of Representative,,,,,
4,04-RC-259213,,"Edella Road Operations, LLC d/b/a Abington Manor",RC,Clarks Summit,PA,7/23/2020,21,3,8,"Retail, Wholesale, Department Store Union, Local 262 (RWDSU/UFCW)",Stipulated,WON,,8/3/2020,Certific. of Representative,,,,,
4,04-RC-259218,,"Edella Road Operations, LLC d/b/a Abington Manor",RC,Clarks Summit,PA,7/23/2020,33,2,9,"Retail, Wholesale, Department Store Union, Local 262 (RWDSU/UFCW)",Stipulated,WON,,8/3/2020,Certific. of Representative,,,,,
4,04-RC-260744,,Philadelphia Museum of Art,RC,Philadelphia,PA,8/6/2020,337,22,181,"American Federation of State, County, & Municipal Employees, AFL-CIO, AFSCME District Council 47",Stipulated,WON,,8/19/2020,Certific. of Representative,,,,,
4,04-RC-262864,,"JESCO, Inc.",RC,Middletown,DE,8/7/2020,7,0,7,International Union of Operating Engineers Local 542,Stipulated,WON,,8/19/2020,Certific. of Representative,,,,,
4,04-RD-252824,,"Richardson Enterprises, Inc., d/b/a Shore Toyota",RD,Mays Landing,NJ,6/18/2020,16,12,2,"International Association of Machinists and Aerospace Workers, AFL-CIO, District Lodge 15",Stipulated,,LOSS,6/30/2020,Certification of Results,,,,,
4,04-RD-253955,,"Wind Creek Bethlehem, LLC",RD,Bethlehem,PA,1/29/2020,132,88,0,"International Union, Security Police & Fire Professionals of America SPFPA",Stipulated,,LOSS,2/10/2020,Certification of Results,,,,,
4,04-RD-258773,,"Quad/Graphics Marketing, LLC",RD,Chalfont,PA,6/18/2020,310,39,159,"Graphic Communications Conference, International Brotherhood of Teamsters, Local 16-N",Stipulated,WON,,6/30/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-244319,,"Sinai Hospital of Baltimore, Inc. d/b/a VSP",RC,Baltimore,MD,12/18/2019,43,13,28,1199 SEIU United Healthcare Workers East,Directed,WON,,12/30/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-246684,,Command Security Corporation,RC,Baltimore,MD,9/9/2019,11,0,1954,National League of Justice and Security Professionals (NLJSP),Stipulated,WON,,10/8/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-247244,,"Action Facilities Management, Inc.",RC,Andrews Air Force Base,MD,,3,0,2,"International Union of Operating Engineers, Local 99",Stipulated,WON,,10/29/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-247510,,Packaging Corporation of America,RC,Hanover,PA,9/26/2019,47,23,24,"UNITED STEEL, PAPER AND FORESTRY, RUBBER, MANUFACTURING, ENERGY, ALLIED INDUSTRIAL AND SERVICE WORKERS INTERNATIONAL UNION, AFL-CIO/CLC, AND USW LOCAL 63B",Stipulated,WON,,10/4/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-248040,,AECOM Management Services,RC,Fort Belvoir,VA,10/11/2019,41,0,36,"International Union of Operating Engineers, Local 99",Stipulated,WON,,10/21/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-248082,,National Endowment for Democracy,RC,Washington,DC,10/2/2019,150,13,90,"Local 2, Office and Professional Employees International Union, AFL-CIO",Stipulated,WON,,11/7/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-249974,,"BH Media Group, Inc. d/b/a/ The Daily Progress",RC,Charlottesville,VA,10/30/2019,15,1,12,"Washington-Baltimore Newspaper Guild, Local 32035, affiliated with The NewsGuild-Communications Workers of America, AFL-CIO",Stipulated,WON,,11/7/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-250718,,"Reviera Enterprises, Inc.",RC,Forestville,MD,11/22/2019,62,17,23,International Union of Operating Engineers Local 77,Stipulated,WON,,12/2/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-251311,,"Beacon Sales Acquisition, Inc. d/b/a Roofing Supply Group",RC,Ashland,VA,12/5/2019,5,4,1,"International Brotherhood of Teamsters, Local 592",Directed,,LOSS,1/8/2020,Certification of Results,,,,,
"05, 05 WDC",05-RC-251314,,"Beacon Sales Acquisition, Inc. d/b/a Best Distributing Co.",RC,Sandston,VA,12/5/2019,6,1,5,"International Brotherhood of Teamsters, Local 592",Stipulated,WON,,12/12/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-251324,,"Praxair Distribution, Inc.",RC,Richmond,VA,12/18/2019,8,6,1,"International Brotherhood of Teamsters, Local 592",Stipulated,,LOSS,1/2/2020,Certification of Results,,,,,
"05, 05 WDC",05-RC-251352,,"Catonsville Healthcare, LLC d/b/a Forest Haven Nursing and Rehabilitation Center",RC,Catonsville,MD,12/4/2019,112,18,70,"1199SEIU, United Healthcare Workers East",Stipulated,WON,,12/12/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-251749,,"Ameresco, Inc.",RC,Washington,DC,12/11/2019,12,2,8,"International Union of Operating Engineers, Local 99",Stipulated,WON,,12/19/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-251797,,"Sysco Hampton Roads, Inc.",RC,Suffolk,VA,12/19/2019,84,17,49,"International Brotherhood of Teamsters, Local Union 822",Directed,WON,,12/30/2019,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-252336,,"Lyles Cleaning Services, LLC",RC,Ijamsville,MD,1/13/2020,9,0,5,United Food & Commercial Workers Union Local 27,Directed,WON,,1/29/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-252753,,"First Transit, Inc.",RC,Baltimore,MD,12/31/2019,13,0,12,Amalgamated Transit Union Local 1764,Stipulated,WON,,1/9/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-252765,,"Paragon Systems, Inc.",RC,Washington,DC,12/27/2019,7,0,1,Union Rights for Security Officers (URSO),Stipulated,WON,,1/27/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-252847,,"Universal Services of America, LLC d/b/a Allied Universal Security Services",RC,Arlington,VA,12/31/2019,48,0,10,"International Union, Security, Police & Fire Professionals of America (SPFPA)",Stipulated,WON,,1/29/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-253025,,"Arban & Carosi, Inc.",RC,Woodbridge,VA,1/14/2020,158,107,19,Laborers' Local 202R,Stipulated,,LOSS,1/23/2020,Certification of Results,,,,,
"05, 05 WDC",05-RC-256098,,"River North Transit LLC and HA Transportation Services, LLC",RC,Newport News,VA,6/24/2020,220,96,28,Teamsters Local Union No. 822,Stipulated,,LOSS,7/3/2020,Certification of Results,,,,,
"05, 05 WDC",05-RC-256369,,"Sunbelt Rentals, Inc.",RC,Enola,PA,3/11/2020,10,5,4,"International Union of Operating Engineers Local 542 A/W International Union of Operating Engineers, AFL-CIO",Stipulated,,LOSS,5/20/2020,Certification of Results,,,,,
"05, 05 WDC",05-RC-257366,,"Signature Theatre, Inc.",RC,Arlington,VA,4/23/2020,36,1,28,"International Alliance of Theatrical and Stage Employees, Moving Picture Technicians, Artists and Allied Crafts Local 22, a/w International Alliance of Theatrical and Stage Employees, Moving Picture Technicians, Artists and Allied Crafts, United States, its Territories, and Canada, AFL-CIO, CLC",Stipulated,WON,,5/26/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-257876,,"EMCOR Government Services, Inc.",RC,Washington,DC,5/11/2020,5,0,5,"International Union of Operating Engineers, Local 99, a/w International Union of Operating Engineers, AFL-CIO",Stipulated,WON,,5/20/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-258064,,"Flynn Architectural Finishes, Inc.",RC,Silver Spring,MD,5/28/2020,29,21,5,"International Union of Painters and Allied Trades, AFL-CIO, District Council 51, Local 890",Directed,,LOSS,6/5/2020,Certification of Results,,,,,
"05, 05 WDC",05-RC-258395,,"Elite Protective Services, Inc.",RC,Hyattsville,MD,5/5/2020,12,0,6,International Guards Union of America (IGUA),Stipulated,WON,,5/13/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-260109,,"Vicinity Energy Baltimore Heating LLP and Vicinity Energy Baltimore Cooling LLP, a Single Employer",RC,Baltimore,MD,6/12/2020,50,34,9,PLUMBERS AND STEAMFITTERS LOCAL 486 affiliated with UNITED ASSOCIATION OF JOURNEYMEN AND APPRENTICES OF THE PLUMBING AND PIPE FITTING INDUSTRY OF THE U.S. AND CANADA,Directed,,LOSS,7/10/2020,Certification of Results,,,,,
"05, 05 WDC",05-RC-261219,,"CHEP, a Brambles Company",RC,Baltimore,MD,7/15/2020,71,37,21,"United Steel, Paper and Forestry, Rubber, Manufacturing, Energy, Allied & Industrial Service Workers International Union, AFL-CIO, CLC",Stipulated,,LOSS,7/23/2020,Certification of Results,,,,,
"05, 05 WDC",05-RC-261711,,"Hana Industries, Inc.",RC,Quantico,VA,6/26/2020,42,0,12,Federal Contract Guards of America,Consent,WON,,7/27/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-262321,,"EMCOR Government Services, Inc.",RC,Stratford,VA,7/14/2020,12,0,4,"International Union of Operating Engineers, Local 99",Directed,WON,,8/12/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-262326,,"Midwest Air Traffic Control Services, Inc.",RC,Hagerstown,MD,7/20/2020,5,1,4,"National Air Traffic Controllers Association, AFL-CIO (NATCA)",Stipulated,WON,,8/19/2020,Certific. of Representative,,,,,
"05, 05 WDC",05-RC-263483,,"CHS Therapy Services II, LLC",RC,Ellicott City,MD,8/26/2020,10,6,3,1199 SEIU United Healthcare Workers East,Stipulated,,LOSS,9/3/2020,Certification of Results,,,,,
"05, 05 WDC",05-RD-264108,,Waste Management of Virginia Inc.,RD,Manassas,VA,9/4/2020,61,22,34,"Drivers, Chauffeurs and Helpers, Teamsters Local Union No. 639 a/w International Brotherhood of Teamsters, Chauffeurs, Warehousemen and Helpers of America",Stipulated,WON,,9/14/2020,Certific. of Representative,,,,,
